,Year,day,,Time,Levels(ft),Inflows(Cs),Disch(Cs)
16,2013,16 October 2013,289,2013.789,1676.49,12375,10040
17,2013,17 October 2013,290,2013.792,1676.62,12058,9528
18,2013,18 October 2013,291,2013.795,1676.72,10946,9000
19,2013,19 October 2013,292,2013.797,1676.8,10930,9373
20,2013,20 October 2013,293,2013.800,1676.87,11467,10105
21,2013,21 October 2013,294,2013.803,1676.84,9933,10517
22,2013,22 October 2013,295,2013.805,1676.81,10177,10700
23,2013,23 October 2013,296,2013.808,1676.8,10593,10788
24,2013,24 October 2013,297,2013.811,1676.76,9847,10625
25,2013,25 October 2013,298,2013.814,1676.71,9627,10600
26,2013,26 October 2013,299,2013.816,1676.67,9696,10475
27,2013,27 October 2013,300,2013.819,1676.64,10216,10800
28,2013,28 October 2013,301,2013.822,1676.55,9245,10996
29,2013,29 October 2013,302,2013.825,1676.44,8925,11066
30,2013,30 October 2013,303,2013.827,1676.36,9220,10776
31,2013,31 October 2013,304,2013.830,1676.26,9037,10983
1,2013,01 November 2013,305,2013.833,1676.2,9495,10663
2,2013,02 November 2013,306,2013.836,1676.1,8948,10894
3,2013,03 November 2013,307,2013.838,1675.87,8099,12576
4,2013,04 November 2013,308,2013.841,1675.59,6872,12321
5,2013,05 November 2013,309,2013.844,1675.4,9899,13596
6,2013,06 November 2013,310,2013.847,1675.04,8293,15299
7,2013,07 November 2013,311,2013.849,1674.68,8489,15495
8,2013,08 November 2013,312,2013.852,1674.38,9004,14842
9,2013,09 November 2013,313,2013.855,1674.15,9662,14138
10,2013,10 November 2013,314,2013.858,1673.85,8687,14525
11,2013,11 November 2013,315,2013.860,1673.55,8857,14695
12,2013,12 November 2013,316,2013.863,1673.26,8811,14454
13,2013,13 November 2013,317,2013.866,1672.98,8391,13841
14,2013,14 November 2013,318,2013.868,1672.67,8043,14076
15,2013,15 November 2013,319,2013.871,1672.33,7776,14392
16,2013,16 November 2013,320,2013.874,1671.97,7394,14400
17,2013,17 November 2013,321,2013.877,1671.6,7600,14800
18,2013,18 November 2013,322,2013.879,1671.27,8461,14883
19,2013,19 November 2013,323,2013.882,1670.91,7843,14849
20,2013,20 November 2013,324,2013.885,1670.52,7002,14592
21,2013,21 November 2013,325,2013.888,1670.16,7154,14159
22,2013,22 November 2013,326,2013.890,1669.84,7416,13645
23,2013,23 November 2013,327,2013.893,1669.49,7130,13941
24,2013,24 November 2013,328,2013.896,1669.13,6991,13996
25,2013,25 November 2013,329,2013.899,1668.79,7383,14000
26,2013,26 November 2013,330,2013.901,1668.43,6871,13876
27,2013,27 November 2013,331,2013.904,1668.08,7177,13988
28,2013,28 November 2013,332,2013.907,1667.74,6882,13500
29,2013,29 November 2013,333,2013.910,1667.34,6933,14717
30,2013,30 November 2013,334,2013.912,1666.92,7477,15650
1,2013,01 December 2013,335,2013.915,1666.47,7258,16015
2,2013,02 December 2013,336,2013.918,1666,7225,16371
3,2013,03 December 2013,337,2013.921,1665.51,7335,16871
4,2013,04 December 2013,338,2013.923,1664.95,6900,17798
5,2013,05 December 2013,339,2013.926,1664.32,6132,18392
6,2013,06 December 2013,340,2013.929,1663.73,7006,18488
7,2013,07 December 2013,341,2013.932,1663.12,6821,18692
8,2013,08 December 2013,342,2013.934,1662.51,6871,18741
9,2013,09 December 2013,343,2013.937,1661.92,7088,18571
10,2013,10 December 2013,344,2013.940,1661.26,6207,19050
11,2013,11 December 2013,345,2013.942,1660.56,6499,20121
12,2013,12 December 2013,346,2013.945,1659.8,5886,20358
13,2013,13 December 2013,347,2013.948,1659.06,6624,19850
14,2013,14 December 2013,348,2013.951,1658.33,6712,19758
15,2013,15 December 2013,349,2013.953,1657.62,7100,19791
16,2013,16 December 2013,350,2013.956,1656.86,6286,19868
17,2013,17 December 2013,351,2013.959,1656.17,7047,19379
18,2013,18 December 2013,352,2013.962,1655.49,6218,18370
19,2013,19 December 2013,353,2013.964,1654.89,6408,17131
20,2013,20 December 2013,354,2013.967,1654.35,5465,15116
21,2013,21 December 2013,355,2013.970,1653.76,5086,15631
22,2013,22 December 2013,356,2013.973,1653.32,7257,15121
23,2013,23 December 2013,357,2013.975,1652.95,7787,14400
24,2013,24 December 2013,358,2013.978,1652.49,5963,14184
25,2013,25 December 2013,359,2013.981,1651.96,6301,15772
26,2013,26 December 2013,360,2013.984,1651.39,6433,16619
27,2013,27 December 2013,361,2013.986,1650.78,6081,16983
28,2013,28 December 2013,362,2013.989,1650.17,6123,17026
29,2013,29 December 2013,363,2013.992,1649.52,5833,17450
30,2013,30 December 2013,364,2013.995,1648.87,5600,17216
31,2013,31 December 2013,365,2013.997,1648.17,4324,16835
1,2014,01 January 2014,1,2014.000,1647.47,4651,17162
2,2014,02 January 2014,2,2014.003,1646.83,5531,16969
3,2014,03 January 2014,3,2014.005,1646.19,5655,17093
4,2014,04 January 2014,4,2014.008,1645.49,5369,17879
5,2014,05 January 2014,5,2014.011,1644.78,5411,18100
6,2014,06 January 2014,6,2014.014,1644.08,5406,17917
7,2014,07 January 2014,7,2014.016,1643.34,5167,18392
8,2014,08 January 2014,8,2014.019,1642.57,4670,18433
9,2014,09 January 2014,9,2014.022,1641.81,4960,18542
10,2014,10 January 2014,10,2014.025,1641.05,5009,18592
11,2014,11 January 2014,11,2014.027,1640.36,6497,18829
12,2014,12 January 2014,12,2014.030,1639.6,5900,18781
13,2014,13 January 2014,13,2014.033,1638.82,5927,18500
14,2014,14 January 2014,14,2014.036,1638.04,6013,18584
15,2014,15 January 2014,15,2014.038,1637.28,6167,18416
16,2014,16 January 2014,16,2014.041,1636.53,6454,18542
17,2014,17 January 2014,17,2014.044,1635.81,6536,18142
18,2014,18 January 2014,18,2014.047,1635.11,6107,17389
19,2014,19 January 2014,19,2014.049,1634.41,6105,17388
20,2014,20 January 2014,20,2014.052,1633.76,6614,17091
21,2014,21 January 2014,21,2014.055,1633.1,5826,16463
22,2014,22 January 2014,22,2014.058,1632.47,5663,15817
23,2014,23 January 2014,23,2014.060,1632.23,10707,14574
24,2014,24 January 2014,24,2014.063,1631.88,6307,11950
25,2014,25 January 2014,25,2014.066,1631.53,6310,11950
26,2014,26 January 2014,26,2014.068,1631.14,5976,12262
27,2014,27 January 2014,27,2014.071,1630.75,5919,12206
28,2014,28 January 2014,28,2014.074,1630.36,6302,12588
29,2014,29 January 2014,29,2014.077,1629.82,5697,14401
30,2014,30 January 2014,30,2014.079,1629.09,5418,17183
31,2014,31 January 2014,31,2014.082,1628.36,5833,17600
1,2014,01 February 2014,32,2014.085,1627.61,4699,16786
2,2014,02 February 2014,33,2014.088,1626.94,5298,16097
3,2014,03 February 2014,34,2014.090,1626.24,4468,15750
4,2014,04 February 2014,35,2014.093,1625.56,5222,16183
5,2014,05 February 2014,36,2014.096,1624.83,4534,16300
6,2014,06 February 2014,37,2014.099,1624.16,5605,16404
7,2014,07 February 2014,38,2014.101,1623.45,5298,16742
8,2014,08 February 2014,39,2014.104,1622.91,7722,16425
9,2014,09 February 2014,40,2014.107,1622.29,6466,16458
10,2014,10 February 2014,41,2014.110,1621.62,5400,16200
11,2014,11 February 2014,42,2014.112,1620.92,5217,16500
12,2014,12 February 2014,43,2014.115,1620.23,5614,16734
13,2014,13 February 2014,44,2014.118,1619.47,5783,17041
14,2014,14 February 2014,45,2014.121,1618.68,5866,17117
15,2014,15 February 2014,46,2014.123,1618,7906,17592
16,2014,16 February 2014,47,2014.126,1617.39,8411,17100
17,2014,17 February 2014,48,2014.129,1616.72,7475,17017
18,2014,18 February 2014,49,2014.132,1615.99,7051,17450
19,2014,19 February 2014,50,2014.134,1615.24,6984,17666
20,2014,20 February 2014,51,2014.137,1614.46,6789,17900
21,2014,21 February 2014,52,2014.140,1613.63,6568,18390
22,2014,22 February 2014,53,2014.142,1612.66,6562,20378
23,2014,23 February 2014,54,2014.145,1611.69,7017,20833
24,2014,24 February 2014,55,2014.148,1610.73,6684,20358
25,2014,25 February 2014,56,2014.151,1609.74,6382,20483
26,2014,26 February 2014,57,2014.153,1608.69,5644,20600
27,2014,27 February 2014,58,2014.156,1607.61,5616,21000
28,2014,28 February 2014,59,2014.159,1606.6,6214,20599
1,2014,01 March 2014,60,2014.162,1605.6,6274,20518
2,2014,02 March 2014,61,2014.164,1604.83,8332,19300
3,2014,03 March 2014,62,2014.167,1603.93,6181,19000
4,2014,04 March 2014,63,2014.170,1603.05,6266,18800
5,2014,05 March 2014,64,2014.173,1602.18,6329,18721
6,2014,06 March 2014,65,2014.175,1601.26,5501,18604
7,2014,07 March 2014,66,2014.178,1600.36,5536,18356
8,2014,08 March 2014,67,2014.181,1599.37,5685,18675
9,2014,09 March 2014,68,2014.184,1598.43,6860,18593
10,2014,10 March 2014,69,2014.186,1597.48,7094,18950
11,2014,11 March 2014,70,2014.189,1596.45,6128,18982
12,2014,12 March 2014,71,2014.192,1595.61,6817,17301
13,2014,13 March 2014,72,2014.195,1594.97,8254,16241
14,2014,14 March 2014,73,2014.197,1594.17,7624,17608
15,2014,15 March 2014,74,2014.200,1593.16,5717,18322
16,2014,16 March 2014,75,2014.203,1592.04,4738,18716
17,2014,17 March 2014,76,2014.205,1590.85,4239,19091
18,2014,18 March 2014,77,2014.208,1589.66,4466,19317
19,2014,19 March 2014,78,2014.211,1588.69,7085,19192
20,2014,20 March 2014,79,2014.214,1587.69,6520,19000
21,2014,21 March 2014,80,2014.216,1586.62,5731,19084
22,2014,22 March 2014,81,2014.219,1585.61,6594,19200
23,2014,23 March 2014,82,2014.222,1584.76,8633,19241
24,2014,24 March 2014,83,2014.225,1583.85,7897,19254
25,2014,25 March 2014,84,2014.227,1583.21,7780,15767
26,2014,26 March 2014,85,2014.230,1582.86,10211,14579
27,2014,27 March 2014,86,2014.233,1582.71,9749,11621
28,2014,28 March 2014,87,2014.236,1582.56,9745,11617
29,2014,29 March 2014,88,2014.238,1582.43,10156,11779
30,2014,30 March 2014,89,2014.241,1582.48,12024,11400
31,2014,31 March 2014,90,2014.244,1582.29,9745,12116
1,2014,01 April 2014,91,2014.247,1582.14,10228,12100
2,2014,02 April 2014,92,2014.249,1581.93,9741,12363
3,2014,03 April 2014,93,2014.252,1581.71,9832,12577
4,2014,04 April 2014,94,2014.255,1581.49,10429,13175
5,2014,05 April 2014,95,2014.258,1581.11,8775,13517
6,2014,06 April 2014,96,2014.260,1580.69,8708,13950
7,2014,07 April 2014,97,2014.263,1580.37,9507,13500
8,2014,08 April 2014,98,2014.266,1580.12,10031,13151
9,2014,09 April 2014,99,2014.268,1580.32,14346,11850
10,2014,10 April 2014,100,2014.271,1580.7,16917,12175
11,2014,11 April 2014,101,2014.274,1580.91,14855,12234
12,2014,12 April 2014,102,2014.277,1580.72,10212,12583
13,2014,13 April 2014,103,2014.279,1581.1,16146,11404
14,2014,14 April 2014,104,2014.282,1581.63,15998,9384
15,2014,15 April 2014,105,2014.285,1581.98,12726,8358
16,2014,16 April 2014,106,2014.288,1582.21,11058,8186
17,2014,17 April 2014,107,2014.290,1582.45,10870,7875
18,2014,18 April 2014,108,2014.293,1582.83,12542,7800
19,2014,19 April 2014,109,2014.296,1583.1,11170,7800
20,2014,20 April 2014,110,2014.299,1583.36,11090,7845
21,2014,21 April 2014,111,2014.301,1583.73,12417,7800
22,2014,22 April 2014,112,2014.304,1583.98,10965,7845
23,2014,23 April 2014,113,2014.307,1584.23,10965,7845
24,2014,24 April 2014,114,2014.310,1584.5,11170,7800
25,2014,25 April 2014,115,2014.312,1584.76,11045,7800
26,2014,26 April 2014,116,2014.315,1585.12,12994,8501
27,2014,27 April 2014,117,2014.318,1585.45,12743,8625
28,2014,28 April 2014,118,2014.321,1585.52,11551,10677
29,2014,29 April 2014,119,2014.323,1585.08,12467,17959
30,2014,30 April 2014,120,2014.326,1584.58,12516,18756
1,2014,01 May 2014,121,2014.329,1584.14,14761,20252
2,2014,02 May 2014,122,2014.332,1583.6,13600,20339
3,2014,03 May 2014,123,2014.334,1583.1,14364,20604
4,2014,04 May 2014,124,2014.337,1582.52,14240,21478
5,2014,05 May 2014,125,2014.340,1582.08,17266,22758
6,2014,06 May 2014,126,2014.342,1581.86,20526,23272
7,2014,07 May 2014,127,2014.345,1581.57,21040,23759
8,2014,08 May 2014,128,2014.348,1581.32,21299,24419
9,2014,09 May 2014,129,2014.351,1581.02,21256,25000
10,2014,10 May 2014,130,2014.353,1580.87,23528,25400
11,2014,11 May 2014,131,2014.356,1580.73,23695,25443
12,2014,12 May 2014,132,2014.359,1580.52,22047,24667
13,2014,13 May 2014,133,2014.362,1580.41,22756,24129
14,2014,14 May 2014,134,2014.364,1580.17,21765,24760
15,2014,15 May 2014,135,2014.367,1579.72,20139,25166
16,2014,16 May 2014,136,2014.370,1579.17,19459,25166
17,2014,17 May 2014,137,2014.373,1578.29,15868,25000
18,2014,18 May 2014,138,2014.375,1577.4,15764,25000
19,2014,19 May 2014,139,2014.378,1576.61,16804,25000
20,2014,20 May 2014,140,2014.381,1576.07,16550,22154
21,2014,21 May 2014,141,2014.384,1575.56,15847,21139
22,2014,22 May 2014,142,2014.386,1575.39,19687,21451
23,2014,23 May 2014,143,2014.389,1575.11,18505,21410
24,2014,24 May 2014,144,2014.392,1574.81,18297,21410
25,2014,25 May 2014,145,2014.395,1574.72,20476,21410
26,2014,26 May 2014,146,2014.397,1574.54,18512,20380
27,2014,27 May 2014,147,2014.400,1574.22,16980,20300
28,2014,28 May 2014,148,2014.403,1573.97,17614,20208
29,2014,29 May 2014,149,2014.405,1573.76,17929,20108
30,2014,30 May 2014,150,2014.408,1573.81,19253,18734
31,2014,31 May 2014,151,2014.411,1574.21,23858,19708
1,2014,01 June 2014,152,2014.414,1574.52,24300,21083
2,2014,02 June 2014,153,2014.416,1574.67,23150,21594
3,2014,03 June 2014,154,2014.419,1574.82,23190,21633
4,2014,04 June 2014,155,2014.422,1574.82,21508,21508
5,2014,05 June 2014,156,2014.425,1574.88,23248,22626
6,2014,06 June 2014,157,2014.427,1575.2,26145,22825
7,2014,07 June 2014,158,2014.430,1575.78,28818,22800
8,2014,08 June 2014,159,2014.433,1576.63,29899,21078
9,2014,09 June 2014,160,2014.436,1577.84,32041,19486
10,2014,10 June 2014,161,2014.438,1578.99,33112,21179
11,2014,11 June 2014,162,2014.441,1579.97,32672,22503
12,2014,12 June 2014,163,2014.444,1580.73,33121,23700
13,2014,13 June 2014,164,2014.447,1581.16,30796,25429
14,2014,14 June 2014,165,2014.449,1581.5,29858,25615
15,2014,15 June 2014,166,2014.452,1581.76,28220,24975
16,2014,16 June 2014,167,2014.455,1582.38,32772,25034
17,2014,17 June 2014,168,2014.458,1583.57,40785,25933
18,2014,18 June 2014,169,2014.460,1585.04,44145,25800
19,2014,19 June 2014,170,2014.463,1587.17,52384,25800
20,2014,20 June 2014,171,2014.466,1589.57,5691,25738
21,2014,21 June 2014,172,2014.468,1591.8,53833,26003
22,2014,22 June 2014,173,2014.471,1594.03,53803,25972
23,2014,23 June 2014,174,2014.474,1595.6,45619,26025
24,2014,24 June 2014,175,2014.477,1596.46,37139,26405
25,2014,25 June 2014,176,2014.479,1596.88,31431,26190
26,2014,26 June 2014,177,2014.482,1597.3,31163,25921
27,2014,27 June 2014,178,2014.485,1597.71,31911,26794
28,2014,28 June 2014,179,2014.488,1598.05,20888,26645
29,2014,29 June 2014,180,2014.490,1598.62,33682,26568
30,2014,30 June 2014,181,2014.493,1599.64,39187,26457
1,2014,01 July 2014,182,2014.496,1600.59,39527,26630
2,2014,02 July 2014,183,2014.499,1601.86,44303,26213
3,2014,03 July 2014,184,2014.501,1603.77,51635,24430
4,2014,04 July 2014,185,2014.504,1605.33,46957,24738
5,2014,05 July 2014,186,2014.507,1606.71,44457,24800
6,2014,06 July 2014,187,2014.510,1607.93,42500,25124
7,2014,07 July 2014,188,2014.512,1609.06,41665,25569
8,2014,08 July 2014,189,2014.515,1610.17,41537,25727
9,2014,09 July 2014,190,2014.518,1611.41,43567,25905
10,2014,10 July 2014,191,2014.521,1612.58,42674,26008
11,2014,11 July 2014,192,2014.523,1613.77,43250,26300
12,2014,12 July 2014,193,2014.526,1615.12,45442,26214
13,2014,13 July 2014,194,2014.529,1616.62,47624,26258
14,2014,14 July 2014,195,2014.532,1618.36,51126,23642
15,2014,15 July 2014,196,2014.534,1620.22,53080,26175
16,2014,16 July 2014,197,2014.537,1622.1,56519,26217
17,2014,17 July 2014,198,2014.540,1624.15,59008,25967
18,2014,18 July 2014,199,2014.542,1625.9,53802,25596
19,2014,19 July 2014,200,2014.545,1627.38,49654,25800
20,2014,20 July 2014,201,2014.548,1629.3,56746,25800
21,2014,21 July 2014,202,2014.551,1630.87,51105,25800
22,2014,22 July 2014,203,2014.553,1632.17,46692,25738
23,2014,23 July 2014,204,2014.556,1633.22,42565,25642
24,2014,24 July 2014,205,2014.559,1634.45,45383,25558
25,2014,25 July 2014,206,2014.562,1635.98,52472,25812
26,2014,26 July 2014,207,2014.564,1637.64,52657,25900
27,2014,27 July 2014,208,2014.567,1639.33,53138,25900
28,2014,28 July 2014,209,2014.570,1641.44,62435,25900
29,2014,29 July 2014,210,2014.573,1643.48,62319,25859
30,2014,30 July 2014,211,2014.575,1645.54,62716,25900
31,2014,31 July 2014,212,2014.578,1647.41,59321,25900
1,2014,01 August 2014,213,2014.581,1649.19,57713,25900
2,2014,02 August 2014,214,2014.584,1650.99,58070,25900
3,2014,03 August 2014,215,2014.586,1652.48,52104,25475
4,2014,04 August 2014,216,2014.589,1653.84,49765,25458
5,2014,05 August 2014,217,2014.592,1655.14,48733,25500
6,2014,06 August 2014,218,2014.595,1656.38,47746,25584
7,2014,07 August 2014,219,2014.597,1657.56,46837,25749
8,2014,08 August 2014,220,2014.600,1658.8,46894,24731
9,2014,09 August 2014,221,2014.603,1660.16,49577,25017
10,2014,10 August 2014,222,2014.605,1661.47,50610,25118
11,2014,11 August 2014,223,2014.608,1662.5,45045,25000
12,2014,12 August 2014,224,2014.611,1663.5,44539,25079
13,2014,13 August 2014,225,2014.614,1664.44,43453,25160
14,2014,14 August 2014,226,2014.616,1665.41,43835,24958
15,2014,15 August 2014,227,2014.619,1667.68,69800,25625
16,2014,16 August 2014,228,2014.622,1669.89,74760,31958
17,2014,17 August 2014,229,2014.625,1671.2,57354,31942
18,2014,18 August 2014,230,2014.627,1671.61,42812,34833
19,2014,19 August 2014,231,2014.630,1671.9,37643,32000
20,2014,20 August 2014,232,2014.633,1672.14,36670,32000
21,2014,21 August 2014,233,2014.636,1672.35,36087,32000
22,2014,22 August 2014,234,2014.638,1672.52,35267,31959
23,2014,23 August 2014,235,2014.641,1672.63,34016,31875
24,2014,24 August 2014,236,2014.644,1672.67,32736,31958
25,2014,25 August 2014,237,2014.647,1672.68,32237,32042
26,2014,26 August 2014,238,2014.649,1672.62,30832,32000
27,2014,27 August 2014,239,2014.652,1672.52,30054,32000
28,2014,28 August 2014,240,2014.655,1672.38,29401,32125
29,2014,29 August 2014,241,2014.658,1672.55,29108,25800
30,2014,30 August 2014,242,2014.660,1672.6,26814,25814
31,2014,31 August 2014,243,2014.663,1672.43,22492,25800
1,2014,01 September 2014,244,2014.666,1672.3,23564,26094
2,2014,02 September 2014,245,2014.668,1672.35,26150,25307
3,2014,03 September 2014,246,2014.671,1672.31,23430,24208
4,2014,04 September 2014,247,2014.674,1672.3,23202,23397
5,2014,05 September 2014,248,2014.677,1672.6,24128,18290
6,2014,06 September 2014,249,2014.679,1673.17,25770,14677
7,2014,07 September 2014,250,2014.682,1673.81,26000,13545
8,2014,08 September 2014,251,2014.685,1674.51,25920,12298
9,2014,09 September 2014,252,2014.688,1675.34,27910,11758
10,2014,10 September 2014,253,2014.690,1676.09,26355,11759
11,2014,11 September 2014,254,2014.693,1676.58,23186,13650
12,2014,12 September 2014,255,2014.696,1677.05,22989,13843
13,2014,13 September 2014,256,2014.699,1677.47,22173,14000
14,2014,14 September 2014,257,2014.701,1677.81,20640,14023
15,2014,15 September 2014,258,2014.704,1678.13,20549,14321
16,2014,16 September 2014,259,2014.707,1678.33,18142,14250
17,2014,17 September 2014,260,2014.710,1678.43,16806,14860
18,2014,18 September 2014,261,2014.712,1678.49,17830,16663
19,2014,19 September 2014,262,2014.715,1678.42,17796,19158
20,2014,20 September 2014,263,2014.718,1678.36,19637,20804
21,2014,21 September 2014,264,2014.721,1678.34,21451,21841
22,2014,22 September 2014,265,2014.723,1678.19,19251,22170
23,2014,23 September 2014,266,2014.726,1677.95,17562,22233
24,2014,24 September 2014,267,2014.729,1677.64,16820,22853
25,2014,25 September 2014,268,2014.732,1677.36,18440,23888
26,2014,26 September 2014,269,2014.734,1677,16994,24000
27,2014,27 September 2014,270,2014.737,1676.6,16216,24000
28,2014,28 September 2014,271,2014.740,1676.11,14465,24000
29,2014,29 September 2014,272,2014.742,1675.69,15479,23654
30,2014,30 September 2014,273,2014.745,1675.16,13237,23550
1,2014,01 October 2014,274,2014.748,1674.75,15562,23542
2,2014,02 October 2014,275,2014.751,1674.19,12602,23500
3,2014,03 October 2014,276,2014.753,1673.75,14481,23043
4,2014,04 October 2014,277,2014.756,1673,13542,22688
5,2014,05 October 2014,278,2014.759,1672.88,14184,21969
6,2014,06 October 2014,279,2014.762,1672.48,13766,21550
7,2014,07 October 2014,280,2014.764,1672.12,13900,20906
8,2014,08 October 2014,281,2014.767,1671.76,13970,20975
9,2014,09 October 2014,282,2014.770,1671.44,13420,19648
10,2014,10 October 2014,283,2014.773,1671.09,12039,18850
11,2014,11 October 2014,284,2014.775,1670.71,11455,18850
12,2014,12 October 2014,285,2014.778,1670.35,10644,17650
13,2014,13 October 2014,286,2014.781,1670,10356,17167
14,2014,14 October 2014,287,2014.784,1669.59,9537,17517
15,2014,15 October 2014,288,2014.786,1669.21,9061,16554
16,2014,16 October 2014,289,2014.789,1668.94,10128,15383
17,2014,17 October 2014,290,2014.792,1668.65,9665,15308
18,2014,18 October 2014,291,2014.795,1668.36,10391,16034
19,2014,19 October 2014,292,2014.797,1668.04,9922,16150
20,2014,20 October 2014,293,2014.800,1667.7,9052,15669
21,2014,21 October 2014,294,2014.803,1667.34,8494,15500
22,2014,22 October 2014,295,2014.805,1666.98,8274,15279
23,2014,23 October 2014,296,2014.808,1666.63,8672,15483
24,2014,24 October 2014,297,2014.811,1666.27,8394,15400
25,2014,25 October 2014,298,2014.814,1665.92,8588,15400
26,2014,26 October 2014,299,2014.816,1665.58,8667,15283
27,2014,27 October 2014,300,2014.819,1665.26,8440,14667
28,2014,28 October 2014,301,2014.822,1664.97,9056,14700
29,2014,29 October 2014,302,2014.825,1664.65,8175,14402
30,2014,30 October 2014,303,2014.827,1664.36,8115,13758
31,2014,31 October 2014,304,2014.830,1664.1,8340,13400
1,2014,01 November 2014,305,2014.833,1663.8,8003,13842
2,2014,02 November 2014,306,2014.836,1663.44,7388,14394
3,2014,03 November 2014,307,2014.838,1663.04,6750,14534
4,2014,04 November 2014,308,2014.841,1662.62,6441,14614
5,2014,05 November 2014,309,2014.844,1662.17,6181,14938
6,2014,06 November 2014,310,2014.847,1661.83,8567,15184
7,2014,07 November 2014,311,2014.849,1661.42,6837,14816
8,2014,08 November 2014,312,2014.852,1660.92,4795,14525
9,2014,09 November 2014,313,2014.855,1660.43,4789,14324
10,2014,10 November 2014,314,2014.858,1659.95,4578,13839
11,2014,11 November 2014,315,2014.860,1659.45,4743,13679
12,2014,12 November 2014,316,2014.863,1658.59,3692,13700
13,2014,13 November 2014,317,2014.866,1658.32,3633,13821
14,2014,14 November 2014,318,2014.868,1657.77,3927,13757
15,2014,15 November 2014,319,2014.871,1657.42,7243,13499
16,2014,16 November 2014,320,2014.874,1657.04,6751,13542
17,2014,17 November 2014,321,2014.877,1656.69,7519,13774
18,2014,18 November 2014,322,2014.879,1656.31,7093,13884
19,2014,19 November 2014,323,2014.882,1655.92,6842,13813
20,2014,20 November 2014,324,2014.885,1655.55,6922,13534
21,2014,21 November 2014,325,2014.888,1655.18,6670,13283
22,2014,22 November 2014,326,2014.890,1654.8,6409,13200
23,2014,23 November 2014,327,2014.893,1654.41,6086,13056
24,2014,24 November 2014,328,2014.896,1653.95,5546,13767
25,2014,25 November 2014,329,2014.899,1653.5,5682,13725
26,2014,26 November 2014,330,2014.901,1653.02,5291,13870
27,2014,27 November 2014,331,2014.904,1652.52,4988,13925
28,2014,28 November 2014,332,2014.907,1652.01,4451,13565
29,2014,29 November 2014,333,2014.910,1651.5,4414,13529
30,2014,30 November 2014,334,2014.912,1651,4621,13557
1,2014,01 December 2014,335,2014.915,1650.48,4584,13877
2,2014,02 December 2014,336,2014.918,1649.95,4941,14413
3,2014,03 December 2014,337,2014.921,1649.34,4177,15079
4,2014,04 December 2014,338,2014.923,1648.7,4695,16133
5,2014,05 December 2014,339,2014.926,1648.1,56876,16410
6,2014,06 December 2014,340,2014.929,1647.42,4503,16657
7,2014,07 December 2014,341,2014.932,1646.75,4482,16455
8,2014,08 December 2014,342,2014.934,1646.13,5235,16317
9,2014,09 December 2014,343,2014.937,1645.49,5088,16525
10,2014,10 December 2014,344,2014.940,1644.82,4898,16873
11,2014,11 December 2014,345,2014.942,1644.11,4669,17358
12,2014,12 December 2014,346,2014.945,1643.37,4258,17483
13,2014,13 December 2014,347,2014.948,1642.72,4510,16128
14,2014,14 December 2014,348,2014.951,1642.28,6083,13947
15,2014,15 December 2014,349,2014.953,1642.08,8444,12018
16,2014,16 December 2014,350,2014.956,1641.7,5086,11877
17,2014,17 December 2014,351,2014.959,1641.27,5271,12957
18,2014,18 December 2014,352,2014.962,1640.8,4741,13140
19,2014,19 December 2014,353,2014.964,1640.34,4840,13061
20,2014,20 December 2014,354,2014.967,1639.87,5060,13233
21,2014,21 December 2014,355,2014.970,1639.35,4666,13047
22,2014,22 December 2014,356,2014.973,1638.81,4496,13200
23,2014,23 December 2014,357,2014.975,1638.28,4579,13121
24,2014,24 December 2014,358,2014.978,1637.72,4266,13292
25,2014,25 December 2014,359,2014.981,1637.14,4132,13479
26,2014,26 December 2014,360,2014.984,1636.56,4223,13572
27,2014,27 December 2014,361,2014.986,1635.96,4337,14008
28,2014,28 December 2014,362,2014.989,1635.36,4669,14340
29,2014,29 December 2014,363,2014.992,1634.75,4695,14527
30,2014,30 December 2014,364,2014.995,1634.12,4887,15041
31,2014,31 December 2014,365,2014.997,1633.5,5067,15060
1,2015,01 January 2015,1,2015.000,1632.71,4609,17342
2,2015,02 January 2015,2,2015.003,1632.01,3788,15070
3,2015,03 January 2015,3,2015.005,1631.3,3584,15028
4,2015,04 January 2015,4,2015.008,1630.67,4386,14540
5,2015,05 January 2015,5,2015.011,1630.07,4269,13940
6,2015,06 January 2015,6,2015.014,1629.47,4766,14437
7,2015,07 January 2015,7,2015.016,1628.88,5536,15046
8,2015,08 January 2015,8,2015.019,1628.37,6803,15023
9,2015,09 January 2015,9,2015.022,1627.76,5261,15099
10,2015,10 January 2015,10,2015.025,1627.17,5819,15328
11,2015,11 January 2015,11,2015.027,1626.52,4348,14825
12,2015,12 January 2015,12,2015.030,1625.92,4990,14661
13,2015,13 January 2015,13,2015.033,1625.31,4791,14623
14,2015,14 January 2015,14,2015.036,1624.74,4976,14163
15,2015,15 January 2015,15,2015.038,1624.28,6002,13416
16,2015,16 January 2015,16,2015.041,1623.82,5185,12600
17,2015,17 January 2015,17,2015.044,1623.32,5170,13229
18,2015,18 January 2015,18,2015.047,1622.78,5297,14000
19,2015,19 January 2015,19,2015.049,1622.17,4468,14299
20,2015,20 January 2015,20,2015.052,1621.53,4224,14539
21,2015,21 January 2015,21,2015.055,1620.86,3315,14115
22,2015,22 January 2015,22,2015.058,1620.27,3204,12713
23,2015,23 January 2015,23,2015.060,1619.74,3837,11892
